,P,D
0,1.0,0.0
1,1.5,0.5
2,2.3333333333333335,1.0
3,2.5,0.5
4,3.2,1.0
5,4.333333333333333,1.5
6,4.857142857142857,1.0
7,4.875,0.5
8,5.555555555555555,1.1111111111111112
9,5.7,0.6
10,6.454545454545454,1.1818181818181819
11,6.666666666666667,0.6666666666666666
12,7.461538461538462,1.2307692307692308
13,8.785714285714286,1.7857142857142858
14,9.533333333333333,1.2666666666666666
15,9.75,0.75
16,10.529411764705882,1.2941176470588236
17,10.777777777777779,0.7777777777777778
18,11.631578947368421,1.368421052631579
19,11.95,0.85
20,12.857142857142858,1.4285714285714286
21,13.227272727272727,0.9090909090909091
22,14.173913043478262,1.4782608695652173
23,14.583333333333334,0.9583333333333334
24,14.48,0.44
25,15.0,1.0384615384615385
26,16.11111111111111,1.6296296296296295
27,16.678571428571427,1.1071428571428572
28,16.655172413793103,0.5172413793103449
29,17.233333333333334,1.1
30,17.29032258064516,0.5806451612903226
31,17.9375,1.15625
32,19.151515151515152,1.7272727272727273
33,19.88235294117647,1.2647058823529411
34,20.02857142857143,0.6857142857142857
35,20.75,1.25
36,20.972972972972972,0.7567567567567568
37,21.763157894736842,1.3157894736842106
38,22.05128205128205,0.8205128205128205
39,22.9,1.375
40,23.21951219512195,0.8536585365853658
41,24.095238095238095,1.4047619047619047
42,24.441860465116278,0.8837209302325582
43,25.34090909090909,1.4318181818181819
44,25.711111111111112,0.9111111111111111
45,26.630434782608695,1.4565217391304348
46,26.97872340425532,0.8936170212765957
47,27.875,1.4375
48,28.26530612244898,0.9387755102040817
49,29.2,1.48
50,29.58823529411765,0.9411764705882353
51,29.442307692307693,0.40384615384615385
52,29.867924528301888,0.9622641509433962
53,30.85185185185185,1.5185185185185186
54,31.363636363636363,1.0545454545454545
55,31.339285714285715,0.5178571428571429
56,31.87719298245614,1.0701754385964912
57,32.96551724137931,1.6206896551724137
58,33.54237288135593,1.11864406779661
59,33.6,0.6
60,34.21311475409836,1.1475409836065573
61,34.306451612903224,0.6290322580645161
62,34.96825396825397,1.1904761904761905
63,35.0625,0.625
64,35.723076923076924,1.1846153846153846
65,36.93939393939394,1.7424242424242424
66,37.64179104477612,1.2388059701492538
67,37.8235294117647,0.7205882352941176
68,38.56521739130435,1.2753623188405796
69,38.77142857142857,0.7428571428571429
70,39.53521126760563,1.295774647887324
71,39.75,0.75
72,40.52054794520548,1.3013698630136987
73,40.82432432432432,0.8378378378378378
74,41.68,1.3866666666666667
75,42.0,0.8552631578947368
76,42.87012987012987,1.4025974025974026
77,43.243589743589745,0.9102564102564102
78,44.177215189873415,1.4683544303797469
79,44.5875,0.95
80,45.55555555555556,1.5061728395061729
81,46.0,0.9878048780487805
82,47.0,1.5421686746987953
83,47.476190476190474,1.0238095238095237
84,48.50588235294118,1.576470588235294
85,49.01162790697674,1.058139534883721
86,49.0,0.5402298850574713
87,49.54545454545455,1.0909090909090908
88,50.640449438202246,1.6404494382022472
89,51.21111111111111,1.1222222222222222
90,51.24175824175824,0.5824175824175825
91,51.83695652173913,1.141304347826087
92,51.89247311827957,0.6021505376344086
93,52.51063829787234,1.1595744680851063
94,53.68421052631579,1.7157894736842105
95,54.354166666666664,1.21875
96,54.4639175257732,0.6597938144329897
97,55.13265306122449,1.2142857142857142
98,55.313131313131315,0.7272727272727273
99,56.06,1.29
100,56.2970297029703,0.7821782178217822
101,57.09803921568628,1.3431372549019607
102,57.37864077669903,0.8252427184466019
103,58.22115384615385,1.3846153846153846
104,58.56190476190476,0.8857142857142857
105,59.4622641509434,1.4433962264150944
106,59.8411214953271,0.9252336448598131
107,60.77777777777778,1.4814814814814814
108,61.174311926605505,0.944954128440367
109,62.127272727272725,1.5
110,62.567567567567565,0.990990990990991
111,63.5625,1.5446428571428572
112,64.01769911504425,1.008849557522124
113,65.02631578947368,1.5614035087719298
114,65.51304347826087,1.0434782608695652
115,65.47413793103448,0.5172413793103449
116,65.99145299145299,1.0683760683760684
117,67.05932203389831,1.61864406779661
118,67.63865546218487,1.134453781512605
119,67.69166666666666,0.6083333333333333
120,68.29752066115702,1.1570247933884297
121,68.30327868852459,0.5573770491803278
122,68.86178861788618,1.1056910569105691
123,69.96774193548387,1.653225806451613
124,70.552,1.136
125,70.61904761904762,0.6190476190476191
126,71.23622047244095,1.1653543307086613
127,71.3671875,0.6796875
128,72.04651162790698,1.2248062015503876
129,72.1923076923077,0.6923076923076923
130,72.8854961832061,1.2366412213740459
131,73.07575757575758,0.7348484848484849
132,73.81203007518798,1.2781954887218046
133,74.01492537313433,0.746268656716418
134,74.76296296296296,1.288888888888889
135,75.00735294117646,0.7867647058823529
136,75.7956204379562,1.3284671532846715
137,76.07246376811594,0.8188405797101449
138,76.89208633093526,1.3597122302158273
139,77.22857142857143,0.8785714285714286
140,78.1063829787234,1.4184397163120568
141,78.45774647887323,0.8943661971830986
142,79.35664335664336,1.4405594405594406
143,79.72916666666667,0.9166666666666666
144,80.64827586206897,1.4620689655172414
145,81.06849315068493,0.9657534246575342
146,82.03401360544218,1.510204081632653
147,82.47972972972973,0.9932432432432432
148,83.46979865771812,1.5369127516778522
149,83.93333333333334,1.0133333333333334
150,84.94039735099338,1.5562913907284768
151,85.4342105263158,1.0460526315789473
152,85.40522875816994,0.5228758169934641
153,85.92207792207792,1.0649350649350648
154,85.91612903225807,0.5419354838709678
155,86.4551282051282,1.0833333333333333
156,87.53503184713375,1.624203821656051
157,88.10759493670886,1.120253164556962
158,88.11949685534591,0.559748427672956
159,88.675,1.1
160,89.77018633540372,1.639751552795031
161,90.35185185185185,1.1296296296296295
162,90.40490797546012,0.6012269938650306
163,91.0,1.1402439024390243
164,92.13333333333334,1.6787878787878787
165,92.75903614457832,1.1746987951807228
166,92.88023952095809,0.6706586826347305
167,93.54166666666667,1.2083333333333333
168,93.6508875739645,0.6568047337278107
169,94.30588235294118,1.2
170,94.45029239766082,0.6900584795321637
171,95.1453488372093,1.2383720930232558
172,95.32947976878613,0.7283236994219653
173,96.06896551724138,1.2816091954022988
